controle_review_longo,data,nota,Notas
"Simplesmente maravilhoso, as vezes quando abre o app, se for mt pesado, da uma travadinha, mas logo passa. Muito útil, prático e fácil de usar, o controle é maravilhoso. Sinceramente não tenho o que reclamar, era o que eu precisava. Se você é muito exigente, talvez deva comprar um mais caro. Não exijam tanto de um produto de baixo custo, mesmo ele tendo uma ótima performance.",2021-10-14,5,Positivo
"Gostei muito do produto! Venho da utilização de um Mi Stick e posso dizer que a diferença é absurda, seja no processamento ou na fluidez do sistema.
A integração com a TV é algo muito bom, só uso o controle nativo da TV para colocar timer, porque de resto o controle do Fire TV faz.",2021-12-07,5,Positivo
"Quase perfeito.
Poderia melhorar algumas coisas como:
O controle remoto controla o volume da TV, poderiam fazer um update pra controlar também o canal.
A Alexandre entende e muda a entrada da TV para o hdmi escolhido, poderia entender também ao contrário e voltar a para a tv. Ou ter um botão de imput...
Acho que com isso o controle ficaria 100% funcional.",2022-01-08,4,Positivo
"O produto é muito bom. A Alexa responde bem aos comandos de voz. Tem a diversos aplicativos, como Netflix, Youtube, etc. Mas aplicativos como Globoplay e HBO Max devem ser instalados por conta. Durante o uso desses percebi alguns travamentos. Às vezes precisei desligá-lo da tomada e voltou a funcionar tudo normalmente. Estou gostando de usá-lo. Compraria novamente e também recomendo a compra.",2022-01-19,5,Positivo
"Impressionante como TUDO da amazon funciona de um jeito perfeito, o fire stick não é diferente, o único ponto negativo é não ter globoplay nem o canal globo no app de streaming de canais, e talvez fosse legal dar pra personalizar os botões de app no controle (não uso Disney+ e gostaria de por o youtube no lugar por exemplo) mas nada que incomode muito, o aparelho é incrível!",2021-12-03,5,Positivo
Uma coisa ruim no Fire stick tv é a falta do App HBO MAX....isso é um ponto negativo e muito usuários insatisfeitos com o produto ... isso é ruim porque só na América Latina acontece isso ignoram os clientes....fiquei sabendo que nos EUA o fire stick tv tem o App HBO MAX.... é um ótimo produto mais deixa muitos clientes descontentes por esse motivo....isso é frustrante....,2021-10-24,5,Positivo
"Esse é o segundo que eu compro nesse ano e não tive problema algum com o produto, é perfeito, porém minha reclamação é de como veio a caixa do produto entregue pela Total Expresso, a primeira vez foi entregue via SEDEX e veio bem embalado pela Amazon com papel para proteger dentro da caixa, dessa vez veio no envelope da Amazon e a caixa veio amassada.",2021-09-28,5,Positivo
"Fazia tempo que estava de olho mas tinha receio por ver gente falando de incompatibilidade, minha TV é uma Samsung que tenho desde 2012 que eu usava com o computador mas era bem chatinho ficar levantando pra ir mexer, mas agora com esse Stick TV da pra desligar e ligar TV junto com ele e aumentar o som dela em vez só do aparelho, achei bem cômodo e voltei a utilizar minha TV, super recomendo",2021-12-11,5,Positivo
"O produto funcionou perfeitamente. Funciona tanto em televisões que já são smart e em televisões sem conexão com a interne. A instalação é bem simples.
O único problema, para mim, é que o aplicativo GloboPlay não está no catálogo do FireTv, mas acho que isso é uma questão da globo e não da Amazon.",2022-02-01,5,Positivo
"Funciona perfeitamente bem, mas ainda bloqueia aplicativos tipo Globoplay, HBO, Google, etc. O único defeito é isso, dificulta aplicativos de determinadas empresas.",2021-05-11,4,Positivo
"Ótimo produto. Além de propiciar uma ampla gama de aplicativos que a minha TV não era capaz de conseguir, melhorou bastante a qualidade da imagem e até do áudio. Integração com Alexa e conectividade bluetooth são 2 ""plus a mais"".",2022-02-22,5,Positivo
"Já tinha um e amei. Então indiquei para a prima da minha esposa. Ela amou porque a tv dela estava com defeito no wifi e resolveu o problema. Além da entrega que foi muito rápida.
Só não foi melhor porque a tv dela (Philco) não conectou 100% com o controle. Mas o problema é a tv e não o aparelho.",2021-09-09,5,Positivo
"Cumpre o que promete.
Só não ganhou 5 estrelas pq as vezes que a internet cai, a tela inicial não se ""recupera"", não recarrega, após a internet voltar. Só consigi fazer voltar dando reboot no dispositivo.
Muito util o controle de volume, mute e liga/desliga no controle que funciona direto na TV. não precisa usar o controle original da TV.",2021-06-16,4,Positivo
"Excelente essa tv box. Tenho tres tvs da mesma marca e quando quero é so tirar de uma e colocar na outra sem previsar configurar de novo. Show de bola. Dá pra instalar quase todos os programas, Netflix, Disney, HBO, YouTube, Youtube Music, programas de tv gratuita, etc. Só não consegui instalar o Globoplay porque a Amazon não tem ainda permissão. Parabéns a AMAZON pelo excelente produto.",2021-12-31,5,Positivo
"Apesar de na primeira tentativa de compra ser extraviado, tive total apoio da amazon e tentei comprar novamente, dessa vez chegando super rápido. Produto excelente para quem tem uma tv que não é smart e quem tem costume de usar controle remoto. (OBS) tv modelo philco não aceita muito o disositivo e fica com frescura em alguns comandos, creio eu por conta desse modelo de tv ser ruim mesmo.",2022-02-07,5,Positivo
"Ameeeei a minha nova Fire Stick, comprei ela na pré venda da Amazon, ela foi lançada dia 5 de Maio e chegou na minha casa no dia 7 de Maio! Fiquei muito feliz com a rapidez da entrega, e com a qualidade e excelência do produto. Muuuito fácil de fazer a instalação, muito bonito e com os aplicativos de stream super atuais, recomendo para todos que querem transformar sua tv em uma smart tv",2021-05-10,5,Positivo
"A integração com a alexa é ótima, ter volume no controle é um diferencial, mas não é compatível com a globoplay. Creio que todos deveriam ter compatibilidade com netflix, prime, YouTube e globoplay.
Eu tinha ficado em dúvida entre o aparelho nhoque roku e o firetv. Pelo fato de não acessar um dos meus streaming preferidos, me arrependi da compra.",2022-02-16,1,Negativo
"Diferente da concorrência, os botões de liga/desliga não fazem parte do sistema operacional. O controle é do aparelho é ""universal' e possui emissor infra vermelho. Desta forma, o controle de volume e liga/desliga é feito pela própria televisão. Sacada genial, já que não é necessário processamento do sistema ao parametrizar o volume, que causa engasgamentos em aparelhos da concorrência.",2021-09-29,5,Positivo
"Facil de instalar, muito transparente, fez tudo automaticamente.
Muito rápido para operar.
Comando de voz facilitando ainda mais as pesquisas.
Valeu muito a pena investir no produto.",2021-12-04,5,Positivo
"Ótimo produto...Alexa inclivel....vi que logo vai ter um aplicativo de casa smart....já disponibilizado nos USA...espero que venha logo para o Brasil....outra coisa que espero é Globoplay, Now Claro e HBO MAX....e uma forma de assistir ou sintonizar canais digitais abertos da região ou estado diretamente se tornando uma solução completa.",2021-12-11,5,Positivo
"O produto tem um bug que necessita ser melhorado. Toda vez que cai a internet é necessário fazer o procedimento de ligar e desligar . Não consegue reconectar, diferente do modelo anterior.. isso é muito ruim pois quem não sabe o caminho certo de como desconectar o dire e reconectar acha que é outro problema. É muito chato , ainda mais nesse período que a internet está muiiito instável",2021-07-04,3,Positivo
"Apesar de estar integrado com Alexa, e fácil de instalar, não é compatível com Google, o que limita muito a utilização da internet, no meu caso. Não permite HBO Max nem Globo play e isso atrapalhou o uso para mim. Por isso dei nota 3.",2021-07-11,3,Positivo
"Gostei muito do produto, foi de fácil instalação e funciona muito bem assim como promete, o único defeito que não está disponível para utilizar a HBO max.",2022-02-10,5,Positivo
"Aparelho não funciona corretamente com comando de voz, desliga e desconecta todo instante, não funciona função contro para minha tv Philco, difícil navegação. Se possível gostaria de devolver. Alguém ajuda",2021-07-04,1,Negativo
"O fire stick é muito rápido, bem flúido, embora tenha apenas 1,5 GB de RAM... não tenho reclamações, só elogios! Valeu muito a compra, recomendo com certeza!",2021-12-10,5,Positivo
"Chegou antes do prazo estimado,imagem e som é perfeita,não é muito complicado de instalar,nota 9,5. Não dei um 10 porque eu tenho hbomax e ainda não está disponível o aplicativo no Appstore da Amazon e não é bem intuitivo p achar os app,mas mexendo se pega a prática. Parabéns.",2021-12-22,5,Positivo
"O produto entrega o que promete e muito mais. Comprei para minha avó por ter Alexa integrada, controle remoto e ser extremamente facil de utilizar, e até agora só beneficios. Muda completamente a utilidade de TVs antigas que tenham entrada HDMI mas não o sistema operacional de uma Smart TV. Vale muito apena.",2021-06-21,5,Positivo
Produto maravilhoso! Super fácil de configurar. Tive receio de não conseguir ativar a função de volume e liga/desliga em minha tv SEMP.as foi muito tranquilo e deu super certo!,2021-09-24,5,Positivo
"Instalação super fácil. Integração com a Alexa muito boa, porém algumas vezes ela não entende o que eu pedi, não sei se estou pedindo com o termo errado ou se é pqe não tenho uma Echo dot. O controle funciona bem até demais, aqui em casa temos duas tvs Samsung e as vezes um pedido feito na Fire interfere na outra pqe estão próximas.",2021-12-17,5,Positivo
"As vezes o Firestick não funciona, e deixa a televisão com esse chiado que anexei na foto.
Fiz um teste com outro dispositivo HDMI para me certificar que o problema não era com a TV, estava tudo certo. apenas quando utilizo o firestick as vezes a imagem não aparece mesmo.. Só depois que reinicio o fire stick a imagem volta ao normal.
Quando funciona, ainda não tem todos os apps que utilizo, como o globo play, ou o HBO max..",2021-08-16,1,Negativo
"Demorei um pouco pra avaliar maos estou aqui, ele é super facil de instalar, tem varios apps, já vem com extensor HDMI que é ótimo! e facilita sua vida com as rotinas que a Alexa proporciona, basta cria-las no App Alexa no Celular e repeti-las no Fire Tv.
Obs: 1000x melhor do que comprar uma TV Box pirata 😉",2022-02-25,5,Positivo
"Nao tenho alexa entao nao posso comentar sobre integraçao com alexa. Mas responde a comandos de voz, permite acesso simples e rapido a netflix, amazonprimevideo etc. só senti falta de uma entrada para cabo de rede RJ45 que facilita onde o wifi nao é bom.",2021-12-20,4,Positivo
"Por se tratar de um dispositivo novo esperava mais despenho, o dispositivo trava ao fazer a troca de aplicativos ou na tentativa de retomar um conteúdo de onde parou, devido a baixa quantidade de memoria ram é possível ver o dispositivo travando durante a instalação de um app em segundo plano enquanto navega pelo menu tendo que tirar e recolocar na tomada para voltar a funcionar",2021-05-20,2,Negativo
"Não funciona com a Alexa, integrei com minha tv mas ela não responde aos comandos, troquei para a conta americana e mesmo assim não funciona aos comandos Alexa.
Ela reconheceu a TV (nome) etc. Tv antiga LCD mas quando pedimos algo para a minha echo show ela não tem FireStick ou grupo. Desligo a tv pelo controle mas não consigo fazer ela aumentar volume etc.",2021-09-29,5,Positivo
"Não é capaz de ligar e desligar uma tv LG de 2017 com a integração por voz com as três Alexas que tenho em casa. É lento, bugado e coisas importantes como HBO Max não estão disponíveis (apenas se baixar por fora da plataforma... uma função!).
Não recomendo pois não oferece nada de muito substancial pelo preço que cobram!",2021-12-07,1,Negativo
Ele é ótimo Alexa tá bem melhor nele do quê no fire TV lite só que de vez em quando o som dele o áudio fica mal otimizado mas ele é ótimo nota 10 controle também é muito bom eu gostei muito da para controlar minha TV pelo controle do no fire TV,2021-09-28,5,Positivo
"Aparelho realmente muito bom, facil de instalar e o controle interage de forma eficiente nos comandos basicos da TV. Porém, um dos principais aplicativos usado no momento, não está disponivel aqui no Brasil ainda, HBO Max. É necessario fazer varias configurações avançadas e usar aplicativos terceiros pra poder instalar um aplicativo que ja deveria vir instalado.",2021-10-07,4,Positivo
Resolveu meu problema de conexão na minha TV antiga com o YouTube e Netflix e passei a ver o prime vídeo na TV. Por ser um aparelho de TV ser antigo já não atualizava mais.,2022-01-05,5,Positivo
"Apesar de ser um pouco caro, se você está querendo transformar sua televisão em smart, não vai se arrepender de comprar esse produto.",2021-05-07,5,Positivo
"Uma das melhores compras que já fiz, minha Tv é smart … mas uma bem comum , e não baixa nenhum aplicativo .. o que me fez ter ódio dela e nem querer usar direito, queria até trocar de tv , não tinha os principais apps (Disney+ hbo entre outros ..)
Comprei o fire Stick e não tenho o que reclamar … fácil instalação e prático.
Agora tenho tudo o que quero na minha tv 🤩",2021-10-21,5,Positivo
"Excelente. Recomendo.
Seria ainda mais top se tivesse entrada para o cabo Ethernet. A internet cabeada é mais estável e sem interferência.
Mas nada que não seja resolvido com a compra de um adaptador próprio.
Não é que com a conexão wifi fique ruim, mas para uma experiência superior, é melhor conexão via cabo.",2021-11-24,5,Positivo
"O produto é excelente, já possuía o modelo anterior, mas neste não havia o controle completo com botão de liga/desliga e teclas de volume. Recomendo muito o produto!",2021-12-13,5,Positivo
"Excelente produto, superou as expectativas. Minha TV era boa e já era smart mas das mais antigas. Com o Fire TV stick ficou sensacional, agora tem acesso a todas as plataformas e aplicativos mais interessantes.",2021-07-02,5,Positivo
"Excelente produto. Funciona muito bem e consegui configurar todas as minhas assinaturas de streaming em um único dispositivo e com as facilidades de poder navegar facilmente através da Alexa. Só o HBO Max que foi mais complicado para instalar, uma vez que não vem com o app nativo e tive que buscar um tutorial no Youtube e seguir vários passos para instalação.",2022-02-23,5,Positivo
"O aparelho é muito bom! Até mesmo na minha TV Philco funcionou muito bem, tinha visto alguns comentários de que não funcionava algumas função mas não é problema do Fire Stick e sim da TV, mas com alguns ajustes é possível deixar tudo funcionando (Power, volume, seleção de entrada). Sem falar que posso jogar Paciência e Hill Climb Racing hehehe",2022-03-02,5,Positivo
Muito prático e fácil de usar. Só achei que poderia ter o app da HBO max,2021-11-25,5,Positivo
"Excelente produto, qualidade, velocidade.
Ainda precisa melhorar um pouco a Integração com a Alexa. Não consegue abrir aplicativos instalados fora da loja usando as rotinas. e na minha TV Samsung séries 5 consegue acessar o HDMI porem não funciona nenhum comando de voltar para a TV sendo necessário o Uso dos 2 controles ainda.
No Geral o produto é muito bom.",2021-05-25,5,Positivo
"Tenho uma TV Philco e deu mito trabalho configurar a mesma para operar com o controle remoto o volume e desligar.
Tive que recorrer a fóruns e no youtube achei um vídeo que ajudou a contornar o problema, pois se selecionar Philco nas opções não ira dar certo, tive que fazer uma configuração personalizada.
Nos fóruns da Amazon desconhecem o probema.",2022-02-01,4,Positivo
"O produto é muito bom e completo. Chegou em rápido, muito bem embalado e foi muito fácil de configurar. A única coisa que REALMENTE incomoda é uqe o audii fica atrasado em relacao a imagem. Se eu voltar ou pausar o ep ai ja fica dessincrobizado e ai tenho que desligar e ligar de novo. Ja tentei as configurações de áudio mas não adianta muito. Nesse ponto estou bem chateada.",2021-06-20,3,Positivo
"Excelente produto! Fácil de instalar e usar. Tem spotify, disney plus, star plus, amazon prime, netflix, NFL game pass, just watch, twitch, paramount plus, entre outros. Só senti falta do app da HBO max, mas consegui instalar de uma maneira alternativa. Se você estiver na dúvida, pode comprar! Creio que vai me agradecer depois…",2021-10-01,5,Positivo
"O produto é bem intuitivo,relativamente fácil de instalar, porém não funcionou para controlar a minha televisão, infelizmente eu investi no controle um pouco mais caro e poderia ter economizado comprando o mais barato. Eu não vi onde poderia me certificar se funcionária a minha Tv, Philips 32” full hd …. Antes de comprar certifiquem se vai funcionar na sua.",2021-12-11,2,Negativo
Muito fácil de instalar e navegar. Melhora em muito a qualidade do video. A integração do controle com a Alexa é top!! Liguei o Fire direto na tomada e mesmo sem a TV estar ligada eu posso dar comandos para acender e apagar luzes e ligar o ventilador. Adorei.,2022-01-13,5,Positivo
"Produto Maravilhoso, mas a entrega demorou mais de 30 dias e a caixa veio toda amassada e rasgada! sugiro mais cuidado na contratação das transportadoras.",2021-11-11,5,Positivo
"Amei e não largo mais, a resolução é incrível e consigo acessar o Globo play/HBOMax pelo Amazon Slick - internet trocando para um servidor de Desktop 🖥️, então estou muito feliz com a minha aquisição, vale a pena com certeza esse investimento.",2021-07-14,5,Positivo
"O produto atendeu todas as expectativas, muito simples de utilizar e configurar e tem os principais serviços de streaming, menos HBO Max o que é uma pena, pois seria muito útil. Achei também um pouco grande, mas como fica atrás da tv não faz diferença. Super recomendo!",2021-12-07,5,Positivo
"Configuração super fácil, instalação de aplicativos também. ùnico mais complicado de instalar foi o HBOMAx, mas está rodando perfeito, Youtube, Telecine, HboMax e Netflix.
ótima opção de Tv Sticker com relação custo benefício excelente.",2022-02-01,5,Positivo
"Adorei o produto e a qualidade deste, porém tive dificuldade para instalar o app do Globo Play, que um das plataformas de streaming mais usadas do Brasil. Seria interessante que o Fire Stick já viesse com o app pré-instalado assim como outros.",2021-06-24,4,Positivo
"O controle foi de fácil instalação e funcionou super bem na minha TV LG que é um modelo antigo e que não tem atualização da loja de aplicativos. Porém, o controle é muito pequeno e frágil (fica rangendo a ""capa"" das pilhas ao apertar qualquer botão, como se fosse desencaixar), pra quem tem criança em casa, o cuidado deve ser redobrado para evitar que o mesmo se danifique.",2021-09-28,4,Positivo
"O produto tem muito potencial, mas o problema é que não atende ao que é proposto, pois trava à todo momento. À cada travada é preciso desconectá-lo e conectá-lo várias vezes, para pegar no tranco, e como a maioria tem tv pregada na parede, isso não é muito simples e ergonômico de ficar fazendo à todo momento. Tinha a expectativa de instalar e não precisar mais mexer e só aproveitar, mas é decepcionante.",2021-10-18,1,Negativo
"Tenho um Fire Stick TV 1_ geração, e ao receber Esse foi explendido! Aparelho super rápido 50% mais eficiente, muito rápido e ótimo como tudo da Amazon!!",2021-12-13,5,Positivo
"Funcionou bem por dois ou três dias, depois, somente problemas. A televisão não liga mais, quando liga, funciona por uns 15 segundos e desliga. Comprei para melhorar a minha smart TV e ao contrário arrumei um outro grande problema, a televisão estava perfeita. Essa experiência nos deixou até traumatizado, nunca mais.",2021-12-03,1,Negativo
"Falta alguns aplicativos, mas atende os desejos da família, ficou ótimo na nossa TV e recomendo muito, em fim, irei agora testar e depois trazer atualizações da minha experiência! Sobre entrega, veio um pouco amassado a caixa, mas estava bem protegido com plástico bolha, o que importa é que tudo veio perfeitamente, até pilhas! ( sério, é o mínimo mas achei muito legal )",2021-12-04,4,Positivo
"Pontos positivos:
Adorei o produto, fácil de instalar e com um ótimo acabamento.
A navegação é muito boa e flui super bem, a Alexa funciona perfeitamente.
Ponto negativos:
A lista de APPs disponíveis não contempla toda minha necessidade, 2 APPs que posso citar que são o HBO Max e GloboPlay não estão disponíveis.",2022-02-22,4,Positivo
"Tentei instalar, mas não consegue atualizar o software para uso.
Ja testei minha internet (diversas vezes) com outros aparelhos (a própria TV esta conectada na internet normalmente), mas diz que existe um problema de conexão e o Stick fica travado.
Já desliguei, liguei, resetei, etc ... nada funciona e não consigo um canal de comunicação eficaz para reclamar.",2021-09-21,1,Negativo
"A melhor escolha que fiz. Tem um controle muito fácil de usar e controla a TV também. Bluetooth eficiente, consegui conectar meu fone e o som continuou muito bom.
É um aparelho menor do que imaginava e facilitou bastante o uso de streaming, uma pena ainda não ter disponível o app da HBO Max… Mas tirando isso o aparelho é ótimo e a entrega foi feita antes do prazo",2021-12-31,5,Positivo
"O aparelho é muito bom em todos os sentidos: não trava, e atualizado e bem fluído. Mas tem uma ressalva que me incomoda muito: ele só desliga se tirar da tomada. Quando desligo ele, sem sair do aplicativo ele continua funcionando mesmo com a TV desligada.",2021-05-27,4,Positivo
"Eu comprei no domingo e recebi na terça-feira. De forma muito simples eu consegui instalar o HBO MAX e o GLOBO PLAY onde tudo funciona, inclusive o GLOBO PLAY Ao Vivo. Eu tive apenas que consultar no YOUTUBE como fazer e as vídeos que eu assisti foram assertivos. Está funcionando de forma plena o NETFLIX, AMAZON PRIME, GLOBO PLAY, HBO MAX e DISNEY+.
Eu recomendo.",2021-07-28,5,Positivo
"Achei bem fácil de instalar e a navegação é bem intuitiva. O comando de voz Alexia me surpreendeu positivamente. Ao procurar por um programa ou filme, o mesmo, quando disponível, aparece instantaneamente na tela. Muito bom.",2021-12-09,5,Positivo
"Acabou aquela palhaçada de usar 2 controles, agora só com o controle da fire stick tv eu consigo fazer tudo.
O stick é bem completo, você consegue fazer tudo igual em uma Android tv Box chinesa e ainda por cima tem esse controle maravilhoso.",2021-11-07,5,Positivo
"Produto de qualidade. Tem muitos recursos. Pega os principais streamings da atualidade. Funciona em 2.4 e 5 ghz.
Alguns pontos que poderiam ser melhores:
Já que é um Android, deveria ter acesso a todos os apps da play store.
E seu app Amazon Silk poderia ser melhor.
No mais tô apaixonado pelo equipamento.",2021-11-09,4,Positivo
Perfeito para transformar sua tv em smart. Funcionou tudo como deveria na minha Panasonic a Led. Sem palavras pra descrever o quanto precisava dele e nem sabia.,2021-12-09,5,Positivo
"Não funcionou como controle remoto universal. Comprei pra poder usar também como controle remoto da minha antiga CCE mas essa funcionalidade não me atendeu, procurei em fórum mas já houve reclamação de outros clientes que só vi depois que deu ruim depois da compra. Não encontrei nenhum outro tipo de suporte para o aparelho. Mesmo tendo na listagem CCE não funcionou.",2022-03-06,4,Positivo
Muito eficiente estando usando com a echo... minha tv 4k mas comprei esse pela interação para ver streams acionados por voz. Não quis comprar o 4k somente por valor mesmo e esse ja atende bem minhas necessidades. Ja tenho lite e controle deixa desejar apesar de ser tb otimo produto.,2021-12-04,5,Positivo
"Produto é excelente. Instalei na televisão antiga aqui de casa, e só precisa de internet! Não tem dificuldade p/ instalar, o passo a passo é bem intuitivo. Caso tenha interesse em adicionar o globo play (que não vem direto nos aplicativos originais do FireStick), basta procurar auxílio no youtube (bem fácil de encontrar alguém ensinando a instalação do globo play).",2021-11-30,5,Positivo
"Produto maravilhoso, entrega antes do previsto, muito rápido conexão com a Internet, configuração, integração com Alexa é maravilhosa, o único problema, é a limitação com alguns aplicativos, como Globo Play que sou assinante, quando tiver tudo ok, nota mil, fora isso é aparelho é maravilhoso, não me arrependo da compra, e indico pra vários amigos.",2021-06-09,5,Positivo
"Eu achei que o produto era bom, mas superou minhas expectativas!!! Fácil de instalar e utilizar, controla bem a tv e tem um sistema bem rápido.",2022-02-17,5,Positivo
"Amei o produto, especialmente por poder instalar vários outros aplicativos que eu não podia na minha smart tv samsung, foi super fácil de instalar e amo os comandos de voz do controle, porque as vezes da preguiça de escrever as coisas com o teclado virtual. Chegou super rápido, fui notificada que chegaria no dia 29/12 mas chegou antes do natal até",2022-01-09,5,Positivo
"Adorei ele mas tem uns detalhes a melhorar, não aceita o HBO Max, tornando sua instalação complicada para pessoas inexperiente, a memória mostrou-se insuficiente para ter os aplicativos basicos de streaming.",2021-12-24,4,Positivo
"O aparelho/equipamento funciona perfeita mente, porem a loja de Apps é muito fraca, não tem Globo Play, HBOPlay, Premiere ""Futebol"", dentre outros.
Para utilizar essas apps você tem que instalar outra loga de apps e baixar por lá, como não é a loja oficial, os apps vem com erro ou não funciona.
Não recomento esse produto!",2022-02-06,1,Negativo
"É simplesmente tudo perfeito, o Amazon Fire Tv Stick é muito bom, a Alexa funciona normalmente, o wifi funciona direitinho, eu fiquei até surpreso quando descobri que até o CONTROLE TEM ATUALIZAÇÃO KAKAKAKAKAK é simplesmente muito bom, o controle é muito pequeninho tbm, dá pra levar em qualquer lugar o Fire TV Stick, podem confiar e comprar, não vão se arrepender",2021-12-24,5,Positivo
"O áudio fica atrasado toda hora, sou obrigado a ficar reiniciando inúmeras vezes o aparelho. Um absurdo esse trem não funcionar. Não recomendo a compra! Dinheiro jogado fora.",2021-07-13,1,Negativo
"Ótimo controle. Aposentei meu Chrome Cast e ainda integrei com um Echo 4@ geração de som premium. Os dois trabalham sincronizados.
Ficou TOP!!! O reconhecimento de voz do controle remoto é perfeito e não interfere no dispositivo Echo pois vc não precisa falar ""ALEXA"", q é oq faz o Echo ""despertar"" rssss. Resumindo, superou minha expectativa.",2021-12-12,5,Positivo
"Muito prático e fácil de instalar, mas possui um problema de integração entre o áudio e as cenas (a cena segue normal enquanto o áudio aparece depois ou vice versa). O problema só e resolvido quando se inicia o filme. As vezes e necessários fazer isso várias vezes para chegar ao final sem problemas. Isso acontece no app Prime video e na Disney.",2022-01-02,3,Positivo
"Produto entregue perfeitamente, ótima qualidade e cumpre o que promete!! Funciona perfeitamente o controle com a minha tv, controla o volume dela sem eu precisar do controle original da tv. Funcionou perfeitamente, único receio é que há alguns apps que não estão na loja oficial do fire tv, mas da para instalar-los de outro jeito.",2022-01-20,5,Positivo
"Produto realmente sensacional, tem uma ótima qualidade, super rápido e fácil de utilizar.
Gostei muito da funcionalidade, estou cancelando a tv acabo e vou usar só streaming com este aparelho.
Qualidade de imagem realmente ótima, não trava!",2021-09-22,5,Positivo
"Olá realmente o produto é maravilhoso, a minha única reclamação é que o produto não tem os canais globo e o globo play!!Vcs poderiam rever isso,eu só assinantes desde produto quando eu comprei eu não reparei que vcs não 5em suporte desde app,fiquei um pouco frustrado,tirando isso não tenho que reclamar! Fica a dica para vcs incluirem estes canais futuramente!!",2021-07-02,5,Positivo
Gostei muito. Minha tv não é smart. É uma Sony antiga. O aparelho é muito bom. A Alexa atende muito bem. Bastante satisfeita com a compra e com a tecnologia da alexa.,2021-05-25,5,Positivo
"Nao sei porque demorei tanto para comprar, minha tv é uma smart mais antiga e agora estou tendo experiências incríveis com o Fire stick. Super indico e aconselho ler na Internet dicas de como instalar apps ""proibidos"" e aproveitar ainda mais o Fire.",2021-10-12,5,Positivo
"Com as TVS da Philips, os controles de ON/OFF e volume não funcionam. É necessário utilizar o controle remoto da própria televisão para usar esses dois recursos. O custo benefício vale a pena, mas eu esperava uma TV mais ágil e completa. A interface é bonita, mas às vezes trava.",2021-06-07,5,Positivo
Eu adorei só acho que o controle deveria ser luminoso o já vim com a capinha mais muito bom e bonito. Quero também deixa meus parabéns pra transportadora que é muito boa comprei na terça e recebi na quinta aqui no Rio parabéns pra amarzon era pra mim receber em 9 dias e recebi em show recomendo a todos fareis novas compras futuras.,2021-10-01,5,Positivo
"Não funciona o ligar/desligar e volume na minha tv LCD CCE mod. LT29G, portanto, ficaram 3 botões sem utilidade no controle no meu caso. Tenho que ligar/desliga e mudar volume sempre pelos botões da tv, pois não tenho o controle da tv que foi um dos motivos de ter adquirido o novo fire stick, para ter novamente a comodidade de fazer tudo pelo seu controle.",2021-11-21,3,Positivo
"Nos primeiros meses funcionou super bem com a minha conta do Prime, só que agora quando tento ver um filme trava o tempo todo e uso fibra, Netflix, Youtube e Disney ta normal. Não recomendo pra quem tem a conta no Prime.",2021-08-17,2,Negativo
"Ele é bem simples, fácil de mexer, a integração com Alexa é perfeita.
Obs:Uma pena que não serviu para minha tv(CCE), e olhe que falei com o suporte de ajuda, inclusive os atendentes foram bem pacientes. Tentaram ao máximo nos ajudar, nas não deu pra resolver esse, BO. Ainda fiz uma pesquisa na internet, e nada Infelizmente acabei fazendo a devolução.",2021-12-03,3,Positivo
"Muito bom o produto, chegou corretamente, bem embalado e muito rápido, estão de parabéns!
Para quem nunca utilizou a Alexa, como no meu caso, é algo bem interessante, mas acho que deveria haver mais algumas interações entre trocar de canais automaticamente por voz para facilitar na navegação, mas no geral é incrível. Nada que desabone o produto!",2021-12-25,5,Positivo
"O pareamento com a Echo não funcionou corretamente, o volume ficou extremamente baixo.
A integração com minha câmera da Xiaomi tbm não funcionou. Segui todas instruções e tutoriais de vídeos.
Os vídeos no YouTube pausam do nada, tem que dar play no controle. Meu aparelho deve ter vindo com problema, que persistiu mesmo após reset.",2021-10-01,3,Positivo
"O produto é excelente. O drive é impecável (não trava, é ágil e tem diagramação ótima), a navegação está melhor ainda do que as versões anteriores e de fácil instalação.",2021-09-13,5,Positivo
"O aparelho é muito bom. Porém fiquei extremamente desconte com o download de app, pois não é possível fazer download do Globoplay. E comprei exatamente por causa disso. Pois tenho uma TV LG e eles vão tirando todos os apps. Espero que com o fire stik não aconteça a mesma coisa. Porque não é barato.",2022-02-22,1,Negativo
"Estava ansiosa por um a bastante tempo e alcançou completamente as minhas expectativas, fácil de instalar e configurar, e ótima integração com todos os apps de streaming disponíveis.
O controle é fácil de mexer e bem leve, e a integração com a Alexa é ótima apesar de eu não usar muito.
Recomendo de olhos fechados.",2022-01-01,5,Positivo
"Foi muito fácil instalar, e depois de instalar, fácil utilização. Ótima opção para assistir filmes, documentários, etc. Acesso a um bom conteúdo grátis. Também excelente para ouvir som (Spotify, Deezer, e a própria Amazn Music).",2021-12-04,5,Positivo
"Uma excelente aquisição pra fazer a TV virar smart. É fácil de instalar, fácil de usar e perece uma imagem maravilhosa na TV. Além disso, a interação com a Alexa é ótima. O fato de ter que usar o controle da TV junto não dificulta nada.",2021-12-11,5,Positivo
"O produto e funciona muito bem com a Alexa, porém preciso dizer que fiquei chateado porque ele não vem com o app do HBO MAX eu não consegui achar ou instalar o app do globo play, você precisar fazer maior gambiarra para conseguir ver ter esses dois apps infelizmente ele esta longe de atender a todas as minhas necessidades.",2021-12-05,3,Positivo
