"controle_review_curto","controle_review_longo","controle_nota","controle_nota_url","controle_selection1"
"Excelente produto","Gostei muito do Fire TV Stick e recomendo. O único porém é que ele não tem o HBO Max (e nem consegui instalá-lo). Mas fora isso, ele tem todas as outras grandes plataformas de streaming e é muito fácil de ser configurado e operacionalizado.","5,0 de 5 estrelas","https://www.amazon.com.br/gp/customer-reviews/R1DWYE9GKG6HVV/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08C1K6LB2","Avaliado no Brasil em 27 de dezembro de 2021"
"Facilidade na integração com TV e Home Theater","Só não avalio como 5 estrelas pela falta dos serviços de streaming HBO Max (surpreso por ser um streaming internacional) e o Globo Play, nativos pela loja do firestick. Mas todas as funções nativas funcionam perfeitamente. Não me arrependo.","4,0 de 5 estrelas","https://www.amazon.com.br/gp/customer-reviews/RA4X04MOO8A9S/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08C1K6LB2","Avaliado no Brasil em 9 de janeiro de 2022"
"Bom mais Não Excelente","A integração do controle com a Echo deixa muito a desejar, na maioria das vezes a Echo não consegue executar comandos simples na TV como ligar, desligar, volumes entre outros, então o usuário precisa recorrer ao controle por voz...","4,0 de 5 estrelas","https://www.amazon.com.br/gp/customer-reviews/R2CQ18538RVI55/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08C1K6LB2","Avaliado no Brasil em 9 de dezembro de 2021"
"Minha primeira Fire TV","Por ser meu primeiro dispositivo de ""TV"", series e filmes. Achei um ótimo produto, o que me impressionou foi a imagem do dispositivo com uma qualidade impecável. Problema mesmo é o espaço de armazenamento que poderia ser um pouco maior. Tirando isso é perfeito.","5,0 de 5 estrelas","https://www.amazon.com.br/gp/customer-reviews/R5J9OJF2M1070/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08C1K6LB2","Avaliado no Brasil em 14 de maio de 2021"
"Tô apaixonado!","Sistema super rápido e limpo. Zero problema de conexão até agora, vídeos rodam super bem. Só tive um pequeno probleminha para fazer com que o controle do Fire TV conseguisse controlar minha TV Philco modelo mais antigo, consegui resolver com um tutorial no Youtube sobre a configuração do infravermelho para o código 761.","5,0 de 5 estrelas","https://www.amazon.com.br/gp/customer-reviews/R30DGN3VAHQPLD/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08C1K6LB2","Avaliado no Brasil em 9 de dezembro de 2021"
"Perfeito em todas as categorias","Preço acessível, controle bem elaborado, Alexa bem integrada, funções de resposta rápida, botões que permitem o acesso direto a Netflix, Amazon Prime Video, Disney Plus, Amazon Music... Perfeito.","5,0 de 5 estrelas","https://www.amazon.com.br/gp/customer-reviews/RXMJHLPIURRGJ/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08C1K6LB2","Avaliado no Brasil em 22 de fevereiro de 2022"
"Uma experiência imersiva perfeita!","A começar pela Alexa, que é além de uma diversão em família, assim como muito útil, na interação com o cotidiano. No quesito controle remoto, ele é minimalista porém completo, ótimo desenho e de uma eficiência impecável. A instalação foi facilima e perfeitamente intuitiva..... Parabéns Amazon!","5,0 de 5 estrelas","https://www.amazon.com.br/gp/customer-reviews/R2JMP4RQVV07PY/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08C1K6LB2","Avaliado no Brasil em 30 de dezembro de 2021"
"Canais abertos e mais","O equipamento é interessante, a pessoa tem acesso a diversos aplicativos, porém canais abertos e fechados são mais complicados de conseguir. Você terá baixar aplicativos fora do quadro pré-estabelecido pela amazon, como exemplo globoplay, bluetv,...","5,0 de 5 estrelas","https://www.amazon.com.br/gp/customer-reviews/R19VM1HL5PM2SI/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08C1K6LB2","Avaliado no Brasil em 16 de dezembro de 2021"
"É ágil e eficaz.","É um produto muito versátil. É ágil, fácil de usar e com várias opções de configurações e downloads de apps. Ponto fraco: wi-fi não é muito muito, mesmo eu tendo uma internet rápida e o roteador estando a 20cm de distância, por vezes o sinal fica instável. Acabei comprei o adaptador ethernet. Problema resolvido, porém um gasto a mais.","5,0 de 5 estrelas","https://www.amazon.com.br/gp/customer-reviews/R3P5Z2G12KIWQ7/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08C1K6LB2","Avaliado no Brasil em 25 de janeiro de 2022"
"Incrível!","Produto muito bom, atendeu a todas as minhas expectativas! Minha tv ficou uma super smart, fora a velocidade com que abre cada programa. Só não gostei do fato de o controle remoto não ter a opção trocar canal na tv comum.","5,0 de 5 estrelas","https://www.amazon.com.br/gp/customer-reviews/RBNJIMAGG0OMY/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08C1K6LB2","Avaliado no Brasil em 8 de dezembro de 2021"
"Transforme sua TV em Smart, mas não pense que vai acessar todos os apps","O produto, no geral, é ótimo! Transforma sua tv em smart e usa um controle muito prático que já tinha conhecido de uma TV Samsung que eu tinha: não tem números!
Contudo, não pense que todos os aplicativos de vídeo estarão disponíveis lá. Na verdade, faltam muitas atualizações, como HBO, Globoplay e Apple TV.","4,0 de 5 estrelas","https://www.amazon.com.br/gp/customer-reviews/R22PV58UVLDC3N/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08C1K6LB2","Avaliado no Brasil em 14 de dezembro de 2021"
"TOP das galáxias","Produto top, transforma qualquer TV(com entrada hdmi) ""Burra"" em uma TV de ponta (smart) e com o novo controle com comandos de voz ainda, melhorou demais, incrível, não precisa mais ficar digitando cada coisa que gostaria de assistir no youtube, e em outros streamings, enfim valeu cada centavo, recomendo!","5,0 de 5 estrelas","https://www.amazon.com.br/gp/customer-reviews/RVL2QQ614KSYZ/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08C1K6LB2","Avaliado no Brasil em 5 de outubro de 2021"
"Ótimo Produto","O produto é excelente, é rápido e responsivo, fácil de usar e instalar.
Recomendo pra quem quer dar uma sobrevida a Tvs mais antigas, pois o sistema é bem completo, só não tem GloboPlay e HBO MAX, mas como não uso nenhum desses dois serviços não me faz falta.
O produto chegou 2 dias antes do previsto (com Entrega Expressa).","5,0 de 5 estrelas","https://www.amazon.com.br/gp/customer-reviews/R1SSG20DVMIVK6/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08C1K6LB2","Avaliado no Brasil em 21 de dezembro de 2021"
"Bom!","Comprei pra dar um upgrade na TV e amei!
Não é só fácil de instalar, é tudo muito intuitivo e rápido.
Estou amando!","5,0 de 5 estrelas","https://www.amazon.com.br/gp/customer-reviews/R1NFOF5DO1UYM2/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08C1K6LB2","Avaliado no Brasil em 8 de janeiro de 2022"
"CONEXÃO WI-FI VIVE CAINDO","O aparelho em si é excelente, uma ótima interface, fácil de instalar, intuito, e a alexa é muito inteligente.
Minha reclamação é em relação a conexão do aparelho que vive caindo, não sei identificar se o problema é no aparelho ou algo relacionado ao meu provedor, comprei recentemente o adaptador de ethernet para ver se resolve.","1,0 de 5 estrelas","https://www.amazon.com.br/gp/customer-reviews/R3BD4DDJK0G323/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08C1K6LB2","Avaliado no Brasil em 2 de fevereiro de 2022"
"TOP","Muito fácil de usar. Eu já tinha o aparelho aqui em casa e comprei esse para a casa da minha mãe. Os botões adicionais de serviços como Netflix são ótimos para ela que não tem muita intimidade com os aplicativos. Só tá devendo o APP da HBO Max por enquanto.","5,0 de 5 estrelas","https://www.amazon.com.br/gp/customer-reviews/R2E85TDP6N8SF0/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08C1K6LB2","Avaliado no Brasil em 13 de setembro de 2021"
"Completo!","Simplesmente maravilhoso!
Rápido, simples, o comando de voz super funciona, controla até o volume da tv quando tem uma cena mais alta que outra. Tô achando o máximo! Obs. Comprei apenas para usar o Amazon Prime Vídeo e com Netflix. Como não tenho outras assinaturas não sei como são os outros canais","5,0 de 5 estrelas","https://www.amazon.com.br/gp/customer-reviews/RSFUP6N97NPWY/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08C1K6LB2","Avaliado no Brasil em 25 de junho de 2021"
"Excelente","Excelente produto. Ótima conectividade e navegação fluida. Controle remoto compacto e descomplicado. Enfim, uma compra muito satisfatória.
A única ressalva é o fato de HBO Max ainda estar indisponível na loja de aplicativos. Mas acredito que isso seja solucionado a qualquer momento. Ademais, é possível instalar via APK.","5,0 de 5 estrelas","https://www.amazon.com.br/gp/customer-reviews/R2XCUB5H1O2JDO/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08C1K6LB2","Avaliado no Brasil em 21 de fevereiro de 2022"
"Não atende todas as expectativas","O controle remoto não funciona botão de aumentar e dimensões volume , Nem de desligar e ligar tv. O aparelho precisa ser retirado e colocaDo na tomada sempre que vai utilizar pra resetar, caso o contrário ele não le
Enquanto funcionamento, funciona legal, Alexa também.
Só não tive sucesso em tudo que promete","1,0 de 5 estrelas","https://www.amazon.com.br/gp/customer-reviews/R2VPA971569Z4O/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08C1K6LB2","Avaliado no Brasil em 19 de dezembro de 2021"
"Melhor produto","Esse de longe é o meu aparelho para transformar sua tv em Smart Tv, além de ser super simples com uma interface fácil de navegação, ele traz tudo que você vai precisar, o controle com a assistente de voz onde você pode programar para assistir uma série/filme em um certo horário, a velocidade da interface, é perfeito.","5,0 de 5 estrelas","https://www.amazon.com.br/gp/customer-reviews/R31Y61ZZ9UVINJ/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08C1K6LB2","Avaliado no Brasil em 15 de janeiro de 2022"
"EXCELENTE","Simplesmente ÓTIMO e uma das coisas q eu gostei muito é o protetor de tela com nome dos lugares.
Minha dúvida é q depois de um tempo, o protetor para, e fica em suspensão. Será q tem jeito de deixar o protetor sem a suspensão ?
Mas enfim, está sendo um excelente investimento e já estou reconendando para amigos. PARABÉNS","5,0 de 5 estrelas","https://www.amazon.com.br/gp/customer-reviews/RMIMGANXPFXNE/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08C1K6LB2","Avaliado no Brasil em 27 de dezembro de 2021"
"Aparelho perfeito!!!","Envio e entrega rápida. Excelente aparelho funcionando perfeitamente. Fácil instalação. As melhorias nele realizadas tornaram-o completissimo e mais eficiente. Super indico para quem qr transformar a TV ou monitor numa smart tv","5,0 de 5 estrelas","https://www.amazon.com.br/gp/customer-reviews/RDI9FF9UKH5MP/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08C1K6LB2","Avaliado no Brasil em 5 de janeiro de 2022"
"Trava constante","O Amazon Fire Stick trava constante, ainda mais se eu estiver usando o Amazon Prime. Está sendo sofrido a experiência com está nova versão","2,0 de 5 estrelas","https://www.amazon.com.br/gp/customer-reviews/RIK3O77G8UIQO/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08C1K6LB2","Avaliado no Brasil em 1 de junho de 2021"
"Facilidade","Comprei com o objetivo de facilitar a vida dos meus pais já de idade, foi uma ótima compra! Produto excelente, funciona perfeitamente.. incrível toda a facilidade desse produto ♡.
Amazon é maravilhosaaaaaa ♡♡","5,0 de 5 estrelas","https://www.amazon.com.br/gp/customer-reviews/R32UNVGFJHUI6Q/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08C1K6LB2","Avaliado no Brasil em 8 de julho de 2021"
"É fácil de instalar e usufruir","Estou apaixonada pelo meu, a melhor compra que fiz esse ano. Ontem descobri que posso até ouvir meus livros pelo fire tv. Eu pedi ALEXAR, LER LIVRO TAL e ela leu o meu livro Kindle!!!!!","5,0 de 5 estrelas","https://www.amazon.com.br/gp/customer-reviews/RMVFDN0XIT4OL/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08C1K6LB2","Avaliado no Brasil em 17 de fevereiro de 2022"
"Falta ajuda pra problemas existenciais","Tive muitos problemas pois o Alexa desativou meu controle da tv Sony, no começo tudo ok mais não consigo fazer nada na tv,n ao tenho somente o fite tv tenho outros app e dispositivos e não consigo nem aumentar ou diminuir o volume da tv","3,0 de 5 estrelas","https://www.amazon.com.br/gp/customer-reviews/R2Z08CQMXVJR1Z/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08C1K6LB2","Avaliado no Brasil em 4 de dezembro de 2021"
"Muito bom... mas","Tem que melhorar a loja de aplicativo... não tem como fazer busca por exemplo..","5,0 de 5 estrelas","https://www.amazon.com.br/gp/customer-reviews/R3L3JEVW71SDV8/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08C1K6LB2","Avaliado no Brasil em 1 de setembro de 2021"
"Bom, mas pode melhorar.","Quase tudo muito top, rápido e prático... Porém não gostei da tela inicial, achei muito ""suja"" e não tem como alterar... Eles mandam um adaptador na caixa pra dobrar o cabo, mesmo assim é ruim de encaixar e não ter que puxar a TV, num painel por exemplo fica ressaltado, uma solução seria o HDMI ser curvo... Mas estou satisfeito.","5,0 de 5 estrelas","https://www.amazon.com.br/gp/customer-reviews/R3OWUK2QPS9LOS/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08C1K6LB2","Avaliado no Brasil em 1 de dezembro de 2021"
"Excelente","Um produto que altera sua forma de assistir tv, íntegra-se perfeitamente aos comandos da sua echo mas ainda falta alguna ajustes finos por parte da Amazon.,de qualquer forma não atrapalha a experiência...e vale MUITO a pena .. recomendo","5,0 de 5 estrelas","https://www.amazon.com.br/gp/customer-reviews/R4P0QOU565K6F/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08C1K6LB2","Avaliado no Brasil em 23 de dezembro de 2021"
"Trava constantemente","O produto tem uma proposta maravilhosa, porém trava com frequência. De tempos e tempos precisa ser reiniciado pois congela o some a imagem.","1,0 de 5 estrelas","https://www.amazon.com.br/gp/customer-reviews/R3VGKBY52C031A/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08C1K6LB2","Avaliado no Brasil em 31 de maio de 2021"
"Colocar descrição adequada.","Fácil acesso e mto bom, porém comprei a versão com comandos para a tv tbem e para minha surpresa o controle n se conecta com a minha tv, sendo q não tinha nenhuma descrição dizendo que n era compatível com certas tv, que acabou fazendo com q me decepcionasse, pois comprei uma versão mais cara do para ter esse controle. Tv CCE.","3,0 de 5 estrelas","https://www.amazon.com.br/gp/customer-reviews/R2H8R7JB3U1CAT/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08C1K6LB2","Avaliado no Brasil em 10 de dezembro de 2021"
"É bom, mas…","Sou mais um que pergunta por que a Amazon não disponibiliza o aplicativo Globoplay no Fire Stick? Leva 4 estrelas por isso!","4,0 de 5 estrelas","https://www.amazon.com.br/gp/customer-reviews/R2OM8DH0KBXZED/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08C1K6LB2","Avaliado no Brasil em 4 de dezembro de 2021"
"Muito feliz com a aquisição","Pra mim que não tinha uma smart TV, foi ótima aquisição, ainda mais no preço comprado, instalação tranquila, integração com alexa boa e bons recursos, além de ter baixado o app do fire stick que ajuda bastante.","5,0 de 5 estrelas","https://www.amazon.com.br/gp/customer-reviews/R231Y68XRUXQBC/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08C1K6LB2","Avaliado no Brasil em 21 de dezembro de 2021"
"Excelente compra!","Comprei um produto e levai mais do que esperava. As funcionalidades do Fire TV Stick são muito vantajosas frente ao preço que paguei.
Estou muito satisfeito com a qualidade da imagem e as funcionalidades de conexão e comandos pelo celular.","5,0 de 5 estrelas","https://www.amazon.com.br/gp/customer-reviews/R2YZ3EG6L8GML0/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08C1K6LB2","Avaliado no Brasil em 21 de janeiro de 2022"
"Ótima aquisição mesmo já tendo uma smart tv 4k.","Fácil de instalar, meu extremamente rápido e tempo de carregamento quase inexistente. Todos os apps que utilizo já vem nativamente ou é possível instalar. O recurso que mais utilizo é a conexão bluetooth com fones. Consigo assistir TV sem incomodar outras pessoas no ambiente.","5,0 de 5 estrelas","https://www.amazon.com.br/gp/customer-reviews/R3ERLFBGB8PE6B/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08C1K6LB2","Avaliado no Brasil em 26 de agosto de 2021"
"Muito bom.","Excelente produto comparado ao antigo, não trava é mais rápido, o controle e super prático, comunica super bem com a tv e até mesmo com uma soundbar.","5,0 de 5 estrelas","https://www.amazon.com.br/gp/customer-reviews/R2E5C7U6AI797G/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08C1K6LB2","Avaliado no Brasil em 14 de maio de 2021"
"Impecável","O produto superou minhas expectativas. Coloquei em casa só para conseguir ter mais opções de streaming, mas ele também teve uns joguinhos bem divertidos que viciam. Para mim, o único pecado foi o fato de não ter HBO Max instalada. Mas foi só dar uma pesquisadinha no Google que a pirataria resolveu o problema 🙌🏻","5,0 de 5 estrelas","https://www.amazon.com.br/gp/customer-reviews/R2VFQ4887MCWKV/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08C1K6LB2","Avaliado no Brasil em 29 de janeiro de 2022"
"Fire TV Stick","Gostei muito do produto, dá para acessar vários canais com conteúdo em vídeo além do Netflix, YouTube, Disney Plus, que são os mais ""tradicionais"". E o aparelho é fácil de instalar e configurar. Funcionou muito bem em minha TV, que não é muito moderna e não é ""smart"" (modelo Sony). Parabéns à Amazon!","5,0 de 5 estrelas","https://www.amazon.com.br/gp/customer-reviews/R3AG81UERQRQAY/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08C1K6LB2","Avaliado no Brasil em 22 de dezembro de 2021"
"SmartTV inteligente","O Firestick é um belo upgrade para transformar sua TV ou Smartv que não recebe mais update em um device atual e com Alexa. Uso na cozinha e como já tenho uma dot na cozinha consegui integração. Muito legal. Recomendo.","5,0 de 5 estrelas","https://www.amazon.com.br/gp/customer-reviews/R2FFIDOSFEKIIX/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08C1K6LB2","Avaliado no Brasil em 8 de janeiro de 2022"
"Super prático","O Fire Stick é incrível. Mesmo minha TV sendo smart, a conexão dela era um pouco lenta e eu não tinha todos os apps que eu uso. Assistir o Amazon Prime sem precisar ligar o notebook por HDMI é muito prático e útil.
É simples instalar e utilizar os apps.","5,0 de 5 estrelas","https://www.amazon.com.br/gp/customer-reviews/R2CELHAMVQADVD/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08C1K6LB2","Avaliado no Brasil em 5 de março de 2022"
"Abandone os outros controles","Era tudo o que faltava para o firestick. Até que enfim trouxeram este controle. E os botões que ele não possui, você pode pedir para a Alexa integrada nele q ele faz, como por exemplo trocar as entradas da tv.","5,0 de 5 estrelas","https://www.amazon.com.br/gp/customer-reviews/R2DRF6N7X76NIZ/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08C1K6LB2","Avaliado no Brasil em 5 de dezembro de 2021"
"O melhor stick que existe.","Primeiramente destaco a qualidade do produto feito com material de alta qualidade. Já o sistema Fire TV junto com a Alexa é impressionante, tudo bem fluido e super rápido sem travamentos. Fiquei super satisfeito com minha compra. Recomendo 1000 vezes. Parabéns Amazon por nós entregar produtos de ótima qualidade.","5,0 de 5 estrelas","https://www.amazon.com.br/gp/customer-reviews/R3DND9K84NOKKX/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08C1K6LB2","Avaliado no Brasil em 22 de fevereiro de 2022"
"Muito bom","Serve para transformar a TV em smartTV e conectá-la no wi fi. Fica muito prático ligar a TV apenas com o comando de voz para a Alexa e já abrir no programa que quiser. Gostei bastante do produto!","5,0 de 5 estrelas","https://www.amazon.com.br/gp/customer-reviews/R39B3F524MZN5S/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08C1K6LB2","Avaliado no Brasil em 15 de dezembro de 2021"
"Excelente custo/benefício!","Extremamente satisfeito! Tendo um Echo Dot e conta Prime, já veio pré configurado.
Usando pra rodar DirecTV Go, canal Stingray (Prime Video), filmes por compartilhamento de HD via rede e muito mais!
Apesar de 1GB de RAM é altamente eficiente nas tarefas.","5,0 de 5 estrelas","https://www.amazon.com.br/gp/customer-reviews/R2Y35NRIV7KI2P/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08C1K6LB2","Avaliado no Brasil em 27 de novembro de 2021"
"Infelizmente ainda nao tem HBO Max e Globoplay , mas é o melhor em custo benefício, AMEI.","O que mais me incomoda é o aparelho ainda nao ter os aplicativos do Globoplay e HBO, que são dois produtos que uso bastante, porém é fácil de instalar o fire stick na tv, navegação rápida e super intuitiva / sem mistério. O aparelho vale muitooo a pena, principalmente por ter o controle remoto .
Melhor custo benefício.","3,0 de 5 estrelas","https://www.amazon.com.br/gp/customer-reviews/R3QF3R00I307XG/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08C1K6LB2","Avaliado no Brasil em 1 de agosto de 2021"
"Fácil instalação, mas sem APP do HBOMAX","Muito fácil de instalar e utilizar. O ponto negativo é que infelizmente não tem o app do HBOMAX","4,0 de 5 estrelas","https://www.amazon.com.br/gp/customer-reviews/R1VF7391B5I9XI/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08C1K6LB2","Avaliado no Brasil em 26 de julho de 2021"
"Perfeito!","Melhor que smart TVs, sem travas, quedas e com uma navegação super veloz facilitando as pesquisas. Só falta o globoplay na loja de Apps e Não consigo rodar página do navegador para esquerda e direita, somente cima e baixo e a velocidade de conexão com Internet cai bastante. Resolvendo esses dois problemas fica 100% Perfeito!","5,0 de 5 estrelas","https://www.amazon.com.br/gp/customer-reviews/R2F53X7OL5WB8H/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08C1K6LB2","Avaliado no Brasil em 2 de agosto de 2021"
"A Alexa responde qualquer pergunta! (Dúvida que eu tinha)","Meu namorado amou! Paguei 240,00 boronaros na Black Friday. Valeu a pena, o pluto tv pega super bem TB, tem um canal só de anime tb. Alexa responde TD que é perguntado. Quem quiser comprar na promoção, procura saber do prime day, que o aparelho ganha desconto de até 150,00 tb... Dúvidas @amnd.br🎀","5,0 de 5 estrelas","https://www.amazon.com.br/gp/customer-reviews/RSSG53KI2318G/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08C1K6LB2","Avaliado no Brasil em 1 de dezembro de 2021"
"Excelente. Melhor que Google TV e melhor que Apple TV!!!","Muito fácil de usar, de instalar e de operar. Muito mais agilizado que a Apple TV e que o Google TV... tenho as 3 e agora só uso a Fire TV. Recomendo super.","5,0 de 5 estrelas","https://www.amazon.com.br/gp/customer-reviews/R1NRCV693Y8YQO/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08C1K6LB2","Avaliado no Brasil em 14 de dezembro de 2021"
"Controle frágil","Conteúdo muito bom, sistema muito fluido!
Porém no quesito qualidade da construção do controle remoto, temos uma falha grave, a tampa do compartimento que armazena as pilhas com menos de um mês de uso já apresentou uma folga no encaixe que, com certeza muito em breve será necessário colocar uma fita adesiva para fixar.","3,0 de 5 estrelas","https://www.amazon.com.br/gp/customer-reviews/R26PN57AXR6V5V/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08C1K6LB2","Avaliado no Brasil em 6 de junho de 2021"
"MUITO BOM PORÉM LIMITADO","tudo que ele oferece a qualidade é muito boa, tanto dos apps, controle etc mas ele é muito limitado
você não pode por exemplo transmitir a tela de um navegador como o chrome cast faz
você fica limitado ao que o produto te proporciona
se isso não te incomoda vá em frente.
o app da twitch é muito bom nele.","4,0 de 5 estrelas","https://www.amazon.com.br/gp/customer-reviews/R24E287EEF2T06/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08C1K6LB2","Avaliado no Brasil em 4 de janeiro de 2022"
"Fire TV Stick muito bom","Muito bom mesmo, consigo instalar quase todos app, porém achei o botão do meio duro, acho que por um tempo ele vai ficando mole, mas mesmo assim valeu cada centavo, ele é bem rápido gostei da velocidade de processamento dele, comprem vocês não vão se arrepender.","5,0 de 5 estrelas","https://www.amazon.com.br/gp/customer-reviews/R117G8OXDQZDQF/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08C1K6LB2","Avaliado no Brasil em 14 de janeiro de 2022"
"Custo e benefício","Como sempre chegou antes do prazo e muito bem embalado.
Ainda testando, mas já gostando muito.
Recomendo","5,0 de 5 estrelas","https://www.amazon.com.br/gp/customer-reviews/R37A63ATMPU4R6/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08C1K6LB2","Avaliado no Brasil em 5 de fevereiro de 2022"
"Bom!","Chegou hoje bem cedo (27 maio). Terminei de testar às 19 horas. Crunchyroll e Amazon Prime sem interrupções. Pessoas leigas podem sentir dificuldade em instalar. Não é plugar e tá pronto. Controle simples. Por enquanto, satisfeita.","4,0 de 5 estrelas","https://www.amazon.com.br/gp/customer-reviews/R1MH0PQNX8XZCU/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08C1K6LB2","Avaliado no Brasil em 27 de maio de 2021"
"Excelente para atualizar TVs antigas","Muito bom para atualizar tvs antigas, eu tenho uma AOC que não tem wifi integrado e com o Fire Stick ficou ótima para ver vídeos streaming. A instalação é muito fácil, o controle é bem minimalista, sem aquele tanto de botões sem utilidades que só aumentam o tamanho do controle. Controle bem pequeno e robusto.","5,0 de 5 estrelas","https://www.amazon.com.br/gp/customer-reviews/RK8AQJHMT2O97/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08C1K6LB2","Avaliado no Brasil em 14 de julho de 2021"
"Perfeito","A imagem fica incrível, e olha que minha TV é MT antiga e não é smart. Muito fácil de instalar. A Alexa funciona perfeitamente.","5,0 de 5 estrelas","https://www.amazon.com.br/gp/customer-reviews/R3D493T24BXLKW/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08C1K6LB2","Avaliado no Brasil em 11 de dezembro de 2021"
"Muito prático","Minha smart tv é velha e não estava recebendo os aplicativos mais novos de streaming, então o fire stick surgiu como uma opção para não trocar de tv, é muito fácil de instalar e muito prático para navegar, é meio chato ter que vincular uma forma de pagamento para acessar a loja, mesmo baixando apps gratuitos.","5,0 de 5 estrelas","https://www.amazon.com.br/gp/customer-reviews/R15XTPBNDVOY6P/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08C1K6LB2","Avaliado no Brasil em 15 de julho de 2021"
"Muito bom.","Esse Fire TV Stick é ótimo. Tenho um Mi Stick também e é tão bom quanto. Infelizmente o Fire TV não utiliza o Android como sistema, ou seja, não consegui por exemplo instalar o HBO Max. Mas tem muitos recursos, acho que até mais que o da Xiaomi. Portanto eu gostei bastante. Uma excelente compra.","5,0 de 5 estrelas","https://www.amazon.com.br/gp/customer-reviews/R1JMX7P0II3TP4/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08C1K6LB2","Avaliado no Brasil em 8 de dezembro de 2021"
"Super indico !","Gostei de tudo até o momento, imagem perfeita, som muito bom, até o momento aplicativos respondendo numa boa, interface boa e rápida. Somente essa dúvida no controle que não veio conforme diz na caixa que ele teria uma luz de led e não tem.","4,0 de 5 estrelas","https://www.amazon.com.br/gp/customer-reviews/R2X0LQOAYETCT7/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08C1K6LB2","Avaliado no Brasil em 15 de dezembro de 2021"
